date_start,date_stop,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,spend,impressions,reach,clicks,ctr,cpc,cpm,follows,cost_per_follow,actions_raw,cost_per_action_type_raw,platform_position,publisher_platform,action__link_click,action__onsite_conversion.messaging_conversation_started_7d,action__onsite_conversion.messaging_first_reply,action__onsite_conversion.post_net_like,action__onsite_conversion.post_net_save,action__onsite_conversion.post_save,action__onsite_conversion.post_unlike,action__onsite_conversion.total_messaging_connection,action__page_engagement,action__post,action__post_engagement,action__post_interaction_gross,action__post_reaction,action__video_view,cost_per_action__link_click,cost_per_action__onsite_conversion.messaging_conversation_started_7d,cost_per_action__onsite_conversion.messaging_first_reply,cost_per_action__onsite_conversion.total_messaging_connection,cost_per_action__page_engagement,cost_per_action__post_engagement,cost_per_action__post_interaction_gross,cost_per_action__video_view
2026-03-09,2026-03-09,1379452680603809,TSSAds,6953786714157,2,6953786714757,New Traffic Ad set with recommended settings,6953786714357,1,0.27,31,31,4,12.903226,0.0675,8.709677,0,,"[{""action_type"":""link_click"",""value"":""4""},{""action_type"":""page_engagement"",""value"":""12""},{""action_type"":""post_engagement"",""value"":""12""},{""action_type"":""video_view"",""value"":""8""}]","[{""action_type"":""video_view"",""value"":""0.03375""},{""action_type"":""link_click"",""value"":""0.0675""},{""action_type"":""post_engagement"",""value"":""0.0225""},{""action_type"":""page_engagement"",""value"":""0.0225""}]",instagram_stories,instagram,4.0,,,,,,,,12.0,,12.0,,,8.0,0.0675,,,,0.0225,0.0225,,0.03375
2026-03-09,2026-03-09,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,1.69,209,209,16,7.655502,0.105625,8.086124,0,,"[{""action_type"":""link_click"",""value"":""16""},{""action_type"":""page_engagement"",""value"":""117""},{""action_type"":""post_engagement"",""value"":""117""},{""action_type"":""post_interaction_gross"",""value"":""6""},{""action_type"":""onsite_conversion.post_save"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""5""},{""action_type"":""onsite_conversion.post_net_save"",""value"":""1""},{""action_type"":""video_view"",""value"":""95""},{""action_type"":""post_reaction"",""value"":""5""}]","[{""action_type"":""video_view"",""value"":""0.017789""},{""action_type"":""link_click"",""value"":""0.105625""},{""action_type"":""post_interaction_gross"",""value"":""0.281667""},{""action_type"":""post_engagement"",""value"":""0.014444""},{""action_type"":""page_engagement"",""value"":""0.014444""}]",feed,instagram,16.0,,,5.0,1.0,1.0,,,117.0,,117.0,6.0,5.0,95.0,0.105625,,,,0.014444,0.014444,0.281667,0.017789
2026-03-09,2026-03-09,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.01,1,1,1,100,0.01,10,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""2""},{""action_type"":""post_engagement"",""value"":""2""},{""action_type"":""video_view"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0.01""},{""action_type"":""link_click"",""value"":""0.01""},{""action_type"":""post_engagement"",""value"":""0.005""},{""action_type"":""page_engagement"",""value"":""0.005""}]",instagram_explore,instagram,1.0,,,,,,,,2.0,,2.0,,,1.0,0.01,,,,0.005,0.005,,0.01
2026-03-09,2026-03-09,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,4.94,821,813,60,7.308161,0.082333,6.017052,0,,"[{""action_type"":""link_click"",""value"":""61""},{""action_type"":""page_engagement"",""value"":""388""},{""action_type"":""post_engagement"",""value"":""388""},{""action_type"":""post_interaction_gross"",""value"":""19""},{""action_type"":""post"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""18""},{""action_type"":""video_view"",""value"":""308""},{""action_type"":""post_reaction"",""value"":""18""}]","[{""action_type"":""video_view"",""value"":""0.016039""},{""action_type"":""link_click"",""value"":""0.080984""},{""action_type"":""post_interaction_gross"",""value"":""0.26""},{""action_type"":""post_engagement"",""value"":""0.012732""},{""action_type"":""page_engagement"",""value"":""0.012732""}]",instagram_reels,instagram,61.0,,,18.0,,,,,388.0,1.0,388.0,19.0,18.0,308.0,0.080984,,,,0.012732,0.012732,0.26,0.016039
2026-03-09,2026-03-09,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.57,37,37,6,16.216216,0.095,15.405405,0,,"[{""action_type"":""link_click"",""value"":""6""},{""action_type"":""page_engagement"",""value"":""21""},{""action_type"":""post_engagement"",""value"":""21""},{""action_type"":""post_interaction_gross"",""value"":""1""},{""action_type"":""post"",""value"":""1""},{""action_type"":""video_view"",""value"":""14""}]","[{""action_type"":""video_view"",""value"":""0.040714""},{""action_type"":""link_click"",""value"":""0.095""},{""action_type"":""post_interaction_gross"",""value"":""0.57""},{""action_type"":""post_engagement"",""value"":""0.027143""},{""action_type"":""page_engagement"",""value"":""0.027143""}]",instagram_stories,instagram,6.0,,,,,,,,21.0,1.0,21.0,1.0,,14.0,0.095,,,,0.027143,0.027143,0.57,0.040714
2026-03-10,2026-03-10,1379452680603809,TSSAds,6951024653957,1,6951024653757,New Traffic Ad set with recommended settings,6951024654157,1,0.672138,103,102,7,6.796117,0.09602,6.525611,0,,"[{""action_type"":""link_click"",""value"":""7""},{""action_type"":""page_engagement"",""value"":""71""},{""action_type"":""post_engagement"",""value"":""71""},{""action_type"":""post_interaction_gross"",""value"":""4""},{""action_type"":""post"",""value"":""1""},{""action_type"":""onsite_conversion.post_save"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""2""},{""action_type"":""onsite_conversion.post_net_save"",""value"":""1""},{""action_type"":""video_view"",""value"":""60""},{""action_type"":""post_reaction"",""value"":""2""}]","[{""action_type"":""video_view"",""value"":""0.011202""},{""action_type"":""link_click"",""value"":""0.09602""},{""action_type"":""post_interaction_gross"",""value"":""0.168034""},{""action_type"":""post_engagement"",""value"":""0.009467""},{""action_type"":""page_engagement"",""value"":""0.009467""}]",feed,instagram,7.0,,,2.0,1.0,1.0,,,71.0,1.0,71.0,4.0,2.0,60.0,0.09602,,,,0.009467,0.009467,0.168034,0.011202
2026-03-10,2026-03-10,1379452680603809,TSSAds,6951024653957,1,6951024653757,New Traffic Ad set with recommended settings,6951024654157,1,3.666207,512,512,25,4.882813,0.146648,7.16056,0,,"[{""action_type"":""onsite_conversion.total_messaging_connection"",""value"":""1""},{""action_type"":""link_click"",""value"":""25""},{""action_type"":""page_engagement"",""value"":""253""},{""action_type"":""post_engagement"",""value"":""253""},{""action_type"":""post_interaction_gross"",""value"":""10""},{""action_type"":""post"",""value"":""2""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""8""},{""action_type"":""onsite_conversion.messaging_first_reply"",""value"":""1""},{""action_type"":""onsite_conversion.messaging_conversation_started_7d"",""value"":""1""},{""action_type"":""video_view"",""value"":""218""},{""action_type"":""post_reaction"",""value"":""8""}]","[{""action_type"":""onsite_conversion.total_messaging_connection"",""value"":""3.666207""},{""action_type"":""video_view"",""value"":""0.016817""},{""action_type"":""link_click"",""value"":""0.146648""},{""action_type"":""post_interaction_gross"",""value"":""0.366621""},{""action_type"":""post_engagement"",""value"":""0.014491""},{""action_type"":""page_engagement"",""value"":""0.014491""},{""action_type"":""onsite_conversion.messaging_first_reply"",""value"":""3.666207""},{""action_type"":""onsite_conversion.messaging_conversation_started_7d"",""value"":""3.666207""}]",instagram_reels,instagram,25.0,1.0,1.0,8.0,,,,1.0,253.0,2.0,253.0,10.0,8.0,218.0,0.146648,3.666207,3.666207,3.666207,0.014491,0.014491,0.366621,0.016817
2026-03-10,2026-03-10,1379452680603809,TSSAds,6951024653957,1,6951024653757,New Traffic Ad set with recommended settings,6951024654157,1,0.142575,18,18,1,5.555556,0.142575,7.920817,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""8""},{""action_type"":""post_engagement"",""value"":""8""},{""action_type"":""video_view"",""value"":""7""}]","[{""action_type"":""video_view"",""value"":""0.020368""},{""action_type"":""link_click"",""value"":""0.142575""},{""action_type"":""post_engagement"",""value"":""0.017822""},{""action_type"":""page_engagement"",""value"":""0.017822""}]",instagram_stories,instagram,1.0,,,,,,,,8.0,,8.0,,,7.0,0.142575,,,,0.017822,0.017822,,0.020368
2026-03-10,2026-03-10,1379452680603809,TSSAds,6951024653957,1,6953785406157,Test - New Traffic Ad set with recommended settings,6953785406357,1,0.825355,113,110,9,7.964602,0.091706,7.304031,0,,"[{""action_type"":""link_click"",""value"":""10""},{""action_type"":""page_engagement"",""value"":""74""},{""action_type"":""post_engagement"",""value"":""74""},{""action_type"":""post_interaction_gross"",""value"":""3""},{""action_type"":""post"",""value"":""1""},{""action_type"":""onsite_conversion.post_save"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_save"",""value"":""1""},{""action_type"":""video_view"",""value"":""61""},{""action_type"":""post_reaction"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0.01353""},{""action_type"":""link_click"",""value"":""0.082536""},{""action_type"":""post_interaction_gross"",""value"":""0.275118""},{""action_type"":""post_engagement"",""value"":""0.011153""},{""action_type"":""page_engagement"",""value"":""0.011153""}]",feed,instagram,10.0,,,1.0,1.0,1.0,,,74.0,1.0,74.0,3.0,1.0,61.0,0.082536,,,,0.011153,0.011153,0.275118,0.01353
2026-03-10,2026-03-10,1379452680603809,TSSAds,6951024653957,1,6953785406157,Test - New Traffic Ad set with recommended settings,6953785406357,1,0.01019,1,1,0,0,,10.189573,0,,[],[],instagram_explore,instagram,,,,,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-10,1379452680603809,TSSAds,6951024653957,1,6953785406157,Test - New Traffic Ad set with recommended settings,6953785406357,1,3.281043,486,466,30,6.17284,0.109368,6.751117,0,,"[{""action_type"":""link_click"",""value"":""31""},{""action_type"":""page_engagement"",""value"":""238""},{""action_type"":""post_engagement"",""value"":""238""},{""action_type"":""post_interaction_gross"",""value"":""12""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""12""},{""action_type"":""video_view"",""value"":""195""},{""action_type"":""post_reaction"",""value"":""12""}]","[{""action_type"":""video_view"",""value"":""0.016826""},{""action_type"":""link_click"",""value"":""0.10584""},{""action_type"":""post_interaction_gross"",""value"":""0.27342""},{""action_type"":""post_engagement"",""value"":""0.013786""},{""action_type"":""page_engagement"",""value"":""0.013786""}]",instagram_reels,instagram,31.0,,,12.0,,,,,238.0,,238.0,12.0,12.0,195.0,0.10584,,,,0.013786,0.013786,0.27342,0.016826
2026-03-10,2026-03-10,1379452680603809,TSSAds,6951024653957,1,6953785406157,Test - New Traffic Ad set with recommended settings,6953785406357,1,0.183412,19,19,1,5.263158,0.183412,9.65328,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""6""},{""action_type"":""post_engagement"",""value"":""6""},{""action_type"":""video_view"",""value"":""5""}]","[{""action_type"":""video_view"",""value"":""0.036682""},{""action_type"":""link_click"",""value"":""0.183412""},{""action_type"":""post_engagement"",""value"":""0.030569""},{""action_type"":""page_engagement"",""value"":""0.030569""}]",instagram_stories,instagram,1.0,,,,,,,,6.0,,6.0,,,5.0,0.183412,,,,0.030569,0.030569,,0.036682
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714757,New Traffic Ad set with recommended settings,6953786714357,1,1.151848,147,140,8,5.442177,0.143981,7.835703,0,,"[{""action_type"":""link_click"",""value"":""9""},{""action_type"":""page_engagement"",""value"":""75""},{""action_type"":""post_engagement"",""value"":""75""},{""action_type"":""post_interaction_gross"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""1""},{""action_type"":""video_view"",""value"":""65""},{""action_type"":""post_reaction"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0.017721""},{""action_type"":""link_click"",""value"":""0.127983""},{""action_type"":""post_interaction_gross"",""value"":""1.151848""},{""action_type"":""post_engagement"",""value"":""0.015358""},{""action_type"":""page_engagement"",""value"":""0.015358""}]",feed,instagram,9.0,,,1.0,,,,,75.0,,75.0,1.0,1.0,65.0,0.127983,,,,0.015358,0.015358,1.151848,0.017721
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714757,New Traffic Ad set with recommended settings,6953786714357,1,2.375687,308,305,12,3.896104,0.197974,7.71327,0,,"[{""action_type"":""link_click"",""value"":""12""},{""action_type"":""page_engagement"",""value"":""151""},{""action_type"":""post_engagement"",""value"":""151""},{""action_type"":""post_interaction_gross"",""value"":""4""},{""action_type"":""onsite_conversion.post_save"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""3""},{""action_type"":""onsite_conversion.post_net_save"",""value"":""1""},{""action_type"":""video_view"",""value"":""135""},{""action_type"":""post_reaction"",""value"":""3""}]","[{""action_type"":""video_view"",""value"":""0.017598""},{""action_type"":""link_click"",""value"":""0.197974""},{""action_type"":""post_interaction_gross"",""value"":""0.593922""},{""action_type"":""post_engagement"",""value"":""0.015733""},{""action_type"":""page_engagement"",""value"":""0.015733""}]",instagram_reels,instagram,12.0,,,3.0,1.0,1.0,,,151.0,,151.0,4.0,3.0,135.0,0.197974,,,,0.015733,0.015733,0.593922,0.017598
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714757,New Traffic Ad set with recommended settings,6953786714357,1,0.812464,90,85,6,6.666667,0.135411,9.027383,0,,"[{""action_type"":""link_click"",""value"":""7""},{""action_type"":""page_engagement"",""value"":""23""},{""action_type"":""post_engagement"",""value"":""23""},{""action_type"":""video_view"",""value"":""16""}]","[{""action_type"":""video_view"",""value"":""0.050779""},{""action_type"":""link_click"",""value"":""0.116066""},{""action_type"":""post_engagement"",""value"":""0.035325""},{""action_type"":""page_engagement"",""value"":""0.035325""}]",instagram_stories,instagram,7.0,,,,,,,,23.0,,23.0,,,16.0,0.116066,,,,0.035325,0.035325,,0.050779
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.744922,79,79,5,6.329114,0.148984,9.429397,0,,"[{""action_type"":""link_click"",""value"":""5""},{""action_type"":""page_engagement"",""value"":""48""},{""action_type"":""post_engagement"",""value"":""48""},{""action_type"":""post_interaction_gross"",""value"":""4""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""4""},{""action_type"":""video_view"",""value"":""39""},{""action_type"":""post_reaction"",""value"":""4""}]","[{""action_type"":""video_view"",""value"":""0.019101""},{""action_type"":""link_click"",""value"":""0.148984""},{""action_type"":""post_interaction_gross"",""value"":""0.186231""},{""action_type"":""post_engagement"",""value"":""0.015519""},{""action_type"":""page_engagement"",""value"":""0.015519""}]",feed,instagram,5.0,,,4.0,,,,,48.0,,48.0,4.0,4.0,39.0,0.148984,,,,0.015519,0.015519,0.186231,0.019101
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0,1,1,0,0,,0,0,,"[{""action_type"":""page_engagement"",""value"":""1""},{""action_type"":""post_engagement"",""value"":""1""},{""action_type"":""video_view"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0""},{""action_type"":""post_engagement"",""value"":""0""},{""action_type"":""page_engagement"",""value"":""0""}]",instagram_explore_grid_home,instagram,,,,,,,,,1.0,,1.0,,,1.0,,,,,0.0,0.0,,0.0
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,3.573614,506,506,44,8.695652,0.081219,7.062479,0,,"[{""action_type"":""link_click"",""value"":""42""},{""action_type"":""page_engagement"",""value"":""295""},{""action_type"":""onsite_conversion.post_unlike"",""value"":""1""},{""action_type"":""post_engagement"",""value"":""295""},{""action_type"":""post_interaction_gross"",""value"":""16""},{""action_type"":""post"",""value"":""4""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""11""},{""action_type"":""video_view"",""value"":""237""},{""action_type"":""post_reaction"",""value"":""12""}]","[{""action_type"":""video_view"",""value"":""0.015079""},{""action_type"":""link_click"",""value"":""0.085086""},{""action_type"":""post_interaction_gross"",""value"":""0.223351""},{""action_type"":""post_engagement"",""value"":""0.012114""},{""action_type"":""page_engagement"",""value"":""0.012114""}]",instagram_reels,instagram,42.0,,,11.0,,,1.0,,295.0,4.0,295.0,16.0,12.0,237.0,0.085086,,,,0.012114,0.012114,0.223351,0.015079
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.221463,27,27,1,3.703704,0.221463,8.202349,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""12""},{""action_type"":""post_engagement"",""value"":""12""},{""action_type"":""video_view"",""value"":""11""}]","[{""action_type"":""video_view"",""value"":""0.020133""},{""action_type"":""link_click"",""value"":""0.221463""},{""action_type"":""post_engagement"",""value"":""0.018455""},{""action_type"":""page_engagement"",""value"":""0.018455""}]",instagram_stories,instagram,1.0,,,,,,,,12.0,,12.0,,,11.0,0.221463,,,,0.018455,0.018455,,0.020133
