date_start,date_stop,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,spend,impressions,reach,clicks,ctr,cpc,cpm,follows,cost_per_follow,actions_raw,cost_per_action_type_raw,age,gender,action__link_click,action__onsite_conversion.messaging_conversation_started_7d,action__onsite_conversion.messaging_first_reply,action__onsite_conversion.post_net_like,action__onsite_conversion.post_net_save,action__onsite_conversion.post_save,action__onsite_conversion.post_unlike,action__onsite_conversion.total_messaging_connection,action__page_engagement,action__post,action__post_engagement,action__post_interaction_gross,action__post_reaction,action__video_view,cost_per_action__link_click,cost_per_action__onsite_conversion.messaging_conversation_started_7d,cost_per_action__onsite_conversion.messaging_first_reply,cost_per_action__onsite_conversion.total_messaging_connection,cost_per_action__page_engagement,cost_per_action__post_engagement,cost_per_action__post_interaction_gross,cost_per_action__video_view
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714757,New Traffic Ad set with recommended settings,6953786714357,1,0.041137,7,7,0,0,,5.876777,0,,"[{""action_type"":""page_engagement"",""value"":""4""},{""action_type"":""post_engagement"",""value"":""4""},{""action_type"":""video_view"",""value"":""4""}]","[{""action_type"":""video_view"",""value"":""0.010284""},{""action_type"":""post_engagement"",""value"":""0.010284""},{""action_type"":""page_engagement"",""value"":""0.010284""}]",65+,female,,,,,,,,,4.0,,4.0,,,4.0,,,,,0.010284,0.010284,,0.010284
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714757,New Traffic Ad set with recommended settings,6953786714357,1,0.030853,2,2,0,0,,15.42654,0,,"[{""action_type"":""page_engagement"",""value"":""2""},{""action_type"":""post_engagement"",""value"":""2""},{""action_type"":""video_view"",""value"":""2""}]","[{""action_type"":""video_view"",""value"":""0.015427""},{""action_type"":""post_engagement"",""value"":""0.015427""},{""action_type"":""page_engagement"",""value"":""0.015427""}]",65+,male,,,,,,,,,2.0,,2.0,,,2.0,,,,,0.015427,0.015427,,0.015427
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.140931,19,19,1,5.263158,0.140931,7.417435,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""8""},{""action_type"":""post_engagement"",""value"":""8""},{""action_type"":""post_interaction_gross"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""1""},{""action_type"":""video_view"",""value"":""6""},{""action_type"":""post_reaction"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0.023489""},{""action_type"":""link_click"",""value"":""0.140931""},{""action_type"":""post_interaction_gross"",""value"":""0.140931""},{""action_type"":""post_engagement"",""value"":""0.017616""},{""action_type"":""page_engagement"",""value"":""0.017616""}]",18-24,female,1.0,,,1.0,,,,,8.0,,8.0,1.0,1.0,6.0,0.140931,,,,0.017616,0.017616,0.140931,0.023489
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.130865,24,24,0,0,,5.452698,0,,"[{""action_type"":""page_engagement"",""value"":""7""},{""action_type"":""post_engagement"",""value"":""7""},{""action_type"":""video_view"",""value"":""7""}]","[{""action_type"":""video_view"",""value"":""0.018695""},{""action_type"":""post_engagement"",""value"":""0.018695""},{""action_type"":""page_engagement"",""value"":""0.018695""}]",18-24,male,,,,,,,,,7.0,,7.0,,,7.0,,,,,0.018695,0.018695,,0.018695
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.010067,1,1,1,100,0.010067,10.066519,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""2""},{""action_type"":""post_engagement"",""value"":""2""},{""action_type"":""video_view"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0.010067""},{""action_type"":""link_click"",""value"":""0.010067""},{""action_type"":""post_engagement"",""value"":""0.005033""},{""action_type"":""page_engagement"",""value"":""0.005033""}]",18-24,unknown,1.0,,,,,,,,2.0,,2.0,,,1.0,0.010067,,,,0.005033,0.005033,,0.010067
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.845588,110,109,10,9.090909,0.084559,7.68716,0,,"[{""action_type"":""link_click"",""value"":""10""},{""action_type"":""page_engagement"",""value"":""54""},{""action_type"":""post_engagement"",""value"":""54""},{""action_type"":""video_view"",""value"":""44""}]","[{""action_type"":""video_view"",""value"":""0.019218""},{""action_type"":""link_click"",""value"":""0.084559""},{""action_type"":""post_engagement"",""value"":""0.015659""},{""action_type"":""page_engagement"",""value"":""0.015659""}]",25-34,female,10.0,,,,,,,,54.0,,54.0,,,44.0,0.084559,,,,0.015659,0.015659,,0.019218
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.724789,134,132,8,5.970149,0.090599,5.408876,0,,"[{""action_type"":""link_click"",""value"":""8""},{""action_type"":""page_engagement"",""value"":""66""},{""action_type"":""post_engagement"",""value"":""66""},{""action_type"":""post_interaction_gross"",""value"":""4""},{""action_type"":""post"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""3""},{""action_type"":""video_view"",""value"":""54""},{""action_type"":""post_reaction"",""value"":""3""}]","[{""action_type"":""video_view"",""value"":""0.013422""},{""action_type"":""link_click"",""value"":""0.090599""},{""action_type"":""post_interaction_gross"",""value"":""0.181197""},{""action_type"":""post_engagement"",""value"":""0.010982""},{""action_type"":""page_engagement"",""value"":""0.010982""}]",25-34,male,8.0,,,3.0,,,,,66.0,1.0,66.0,4.0,3.0,54.0,0.090599,,,,0.010982,0.010982,0.181197,0.013422
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.0302,3,3,2,66.666667,0.0151,10.066519,0,,"[{""action_type"":""link_click"",""value"":""2""},{""action_type"":""page_engagement"",""value"":""5""},{""action_type"":""post_engagement"",""value"":""5""},{""action_type"":""video_view"",""value"":""3""}]","[{""action_type"":""video_view"",""value"":""0.010067""},{""action_type"":""link_click"",""value"":""0.0151""},{""action_type"":""post_engagement"",""value"":""0.00604""},{""action_type"":""page_engagement"",""value"":""0.00604""}]",25-34,unknown,2.0,,,,,,,,5.0,,5.0,,,3.0,0.0151,,,,0.00604,0.00604,,0.010067
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.714723,77,76,5,6.493506,0.142945,9.282115,0,,"[{""action_type"":""link_click"",""value"":""4""},{""action_type"":""page_engagement"",""value"":""37""},{""action_type"":""post_engagement"",""value"":""37""},{""action_type"":""post_interaction_gross"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""1""},{""action_type"":""video_view"",""value"":""32""},{""action_type"":""post_reaction"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0.022335""},{""action_type"":""link_click"",""value"":""0.178681""},{""action_type"":""post_interaction_gross"",""value"":""0.714723""},{""action_type"":""post_engagement"",""value"":""0.019317""},{""action_type"":""page_engagement"",""value"":""0.019317""}]",35-44,female,4.0,,,1.0,,,,,37.0,,37.0,1.0,1.0,32.0,0.178681,,,,0.019317,0.019317,0.714723,0.022335
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,1.036851,136,133,17,12.5,0.060991,7.623908,0,,"[{""action_type"":""link_click"",""value"":""16""},{""action_type"":""page_engagement"",""value"":""105""},{""action_type"":""onsite_conversion.post_unlike"",""value"":""1""},{""action_type"":""post_engagement"",""value"":""105""},{""action_type"":""post_interaction_gross"",""value"":""9""},{""action_type"":""post"",""value"":""2""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""6""},{""action_type"":""video_view"",""value"":""80""},{""action_type"":""post_reaction"",""value"":""7""}]","[{""action_type"":""video_view"",""value"":""0.012961""},{""action_type"":""link_click"",""value"":""0.064803""},{""action_type"":""post_interaction_gross"",""value"":""0.115206""},{""action_type"":""post_engagement"",""value"":""0.009875""},{""action_type"":""page_engagement"",""value"":""0.009875""}]",35-44,male,16.0,,,6.0,,,1.0,,105.0,2.0,105.0,9.0,7.0,80.0,0.064803,,,,0.009875,0.009875,0.115206,0.012961
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.010067,3,3,0,0,,3.355506,0,,"[{""action_type"":""page_engagement"",""value"":""2""},{""action_type"":""post_engagement"",""value"":""2""},{""action_type"":""video_view"",""value"":""2""}]","[{""action_type"":""video_view"",""value"":""0.005033""},{""action_type"":""post_engagement"",""value"":""0.005033""},{""action_type"":""page_engagement"",""value"":""0.005033""}]",35-44,unknown,,,,,,,,,2.0,,2.0,,,2.0,,,,,0.005033,0.005033,,0.005033
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.392594,37,35,1,2.702703,0.392594,10.610655,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""24""},{""action_type"":""post_engagement"",""value"":""24""},{""action_type"":""post_interaction_gross"",""value"":""2""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""2""},{""action_type"":""video_view"",""value"":""21""},{""action_type"":""post_reaction"",""value"":""2""}]","[{""action_type"":""video_view"",""value"":""0.018695""},{""action_type"":""link_click"",""value"":""0.392594""},{""action_type"":""post_interaction_gross"",""value"":""0.196297""},{""action_type"":""post_engagement"",""value"":""0.016358""},{""action_type"":""page_engagement"",""value"":""0.016358""}]",45-54,female,1.0,,,2.0,,,,,24.0,,24.0,2.0,2.0,21.0,0.392594,,,,0.016358,0.016358,0.196297,0.018695
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.261729,39,38,2,5.128205,0.130865,6.711013,0,,"[{""action_type"":""link_click"",""value"":""2""},{""action_type"":""page_engagement"",""value"":""20""},{""action_type"":""post_engagement"",""value"":""20""},{""action_type"":""video_view"",""value"":""18""}]","[{""action_type"":""video_view"",""value"":""0.014541""},{""action_type"":""link_click"",""value"":""0.130865""},{""action_type"":""post_engagement"",""value"":""0.013086""},{""action_type"":""page_engagement"",""value"":""0.013086""}]",45-54,male,2.0,,,,,,,,20.0,,20.0,,,18.0,0.130865,,,,0.013086,0.013086,,0.014541
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0,1,1,0,0,,0,0,,"[{""action_type"":""page_engagement"",""value"":""1""},{""action_type"":""post_engagement"",""value"":""1""},{""action_type"":""video_view"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0""},{""action_type"":""post_engagement"",""value"":""0""},{""action_type"":""page_engagement"",""value"":""0""}]",45-54,unknown,,,,,,,,,1.0,,1.0,,,1.0,,,,,0.0,0.0,,0.0
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.070466,7,7,1,14.285714,0.070466,10.066519,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""4""},{""action_type"":""post_engagement"",""value"":""4""},{""action_type"":""video_view"",""value"":""3""}]","[{""action_type"":""video_view"",""value"":""0.023489""},{""action_type"":""link_click"",""value"":""0.070466""},{""action_type"":""post_engagement"",""value"":""0.017616""},{""action_type"":""page_engagement"",""value"":""0.017616""}]",55-64,female,1.0,,,,,,,,4.0,,4.0,,,3.0,0.070466,,,,0.017616,0.017616,,0.023489
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.080532,10,10,1,10,0.080532,8.053215,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""12""},{""action_type"":""post_engagement"",""value"":""12""},{""action_type"":""post_interaction_gross"",""value"":""2""},{""action_type"":""post"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""1""},{""action_type"":""video_view"",""value"":""9""},{""action_type"":""post_reaction"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0.008948""},{""action_type"":""link_click"",""value"":""0.080532""},{""action_type"":""post_interaction_gross"",""value"":""0.040266""},{""action_type"":""post_engagement"",""value"":""0.006711""},{""action_type"":""page_engagement"",""value"":""0.006711""}]",55-64,male,1.0,,,1.0,,,,,12.0,1.0,12.0,2.0,1.0,9.0,0.080532,,,,0.006711,0.006711,0.040266,0.008948
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.050333,8,8,1,12.5,0.050333,6.291574,0,,"[{""action_type"":""link_click"",""value"":""1""},{""action_type"":""page_engagement"",""value"":""6""},{""action_type"":""post_engagement"",""value"":""6""},{""action_type"":""video_view"",""value"":""5""}]","[{""action_type"":""video_view"",""value"":""0.010067""},{""action_type"":""link_click"",""value"":""0.050333""},{""action_type"":""post_engagement"",""value"":""0.008389""},{""action_type"":""page_engagement"",""value"":""0.008389""}]",65+,female,1.0,,,,,,,,6.0,,6.0,,,5.0,0.050333,,,,0.008389,0.008389,,0.010067
2026-03-10,2026-03-10,1379452680603809,TSSAds,6953786714157,2,6953786714957,Test - New Traffic Ad set with recommended settings,6953786714557,1,0.040266,4,4,0,0,,10.066519,0,,"[{""action_type"":""page_engagement"",""value"":""3""},{""action_type"":""post_engagement"",""value"":""3""},{""action_type"":""post_interaction_gross"",""value"":""1""},{""action_type"":""onsite_conversion.post_net_like"",""value"":""1""},{""action_type"":""video_view"",""value"":""2""},{""action_type"":""post_reaction"",""value"":""1""}]","[{""action_type"":""video_view"",""value"":""0.020133""},{""action_type"":""post_interaction_gross"",""value"":""0.040266""},{""action_type"":""post_engagement"",""value"":""0.013422""},{""action_type"":""page_engagement"",""value"":""0.013422""}]",65+,male,,,,1.0,,,,,3.0,,3.0,1.0,1.0,2.0,,,,,0.013422,0.013422,0.040266,0.020133
