media_id,permalink,media_type,timestamp,caption,media_url_available,download_status,local_path,media_product_type,username
18514089226015737,https://www.instagram.com/reel/DMMOkv-RICR/,VIDEO,2025-07-17T01:50:04+0000,,True,downloaded_exists,exports/instagram/thesocial.study/reels/media/18514089226015737.mp4,REELS,thesocial.study
17989313186819213,https://www.instagram.com/reel/DMMOTKYREIm/,VIDEO,2025-07-17T01:48:27+0000,,True,downloaded_exists,exports/instagram/thesocial.study/reels/media/17989313186819213.mp4,REELS,thesocial.study
18283842745278850,https://www.instagram.com/reel/DMCF0jYxQsb/,VIDEO,2025-07-13T03:21:07+0000,Drinks in hand. Curiosity in the air. Social by design.,True,downloaded_exists,exports/instagram/thesocial.study/reels/media/18283842745278850.mp4,REELS,thesocial.study
18150328597379843,https://www.instagram.com/reel/DLc1ybTxIN9/,VIDEO,2025-06-28T16:09:14+0000,"Went to a brewery to catch a lecture on sea life big and small. Scripps oceanographer Jules Jaffe shared how researchers uncover wild facts about plankton, deep-sea communication, and how he built technology that helped rediscover the Titanic.

The Social Study is a live event series where smart talks meet happy hour vibes. We host weekly lectures in bars and breweries around San Diego—curious minds welcome.

📍 Talks dropping every week
🧠 Cold beer meets real ideas
🎟 Tickets in bio",True,downloaded_exists,exports/instagram/thesocial.study/reels/media/18150328597379843.mp4,REELS,thesocial.study
18052809146370790,https://www.instagram.com/reel/DK-bxwyTX9A/,VIDEO,2025-06-16T20:46:34+0000,"Last week we kicked off The Social Study with oceanographer Jules Jaffe at Novo Brewing. He shared how his team helped rediscover the Titanic, how sea creatures communicate in total darkness, and the plankton territory wars happening beneath the surface.

The Social Study is a new event series where top minds across disciplines share the most interesting knowledge they’ve gained working in their field. All in bars and breweries across San Diego.

More events coming soon.",True,downloaded_exists,exports/instagram/thesocial.study/reels/media/18052809146370790.mp4,REELS,thesocial.study
17947157001003521,https://www.instagram.com/reel/DKlcS7-RDS-/,VIDEO,2025-06-07T03:48:31+0000,,True,downloaded_exists,exports/instagram/thesocial.study/reels/media/17947157001003521.mp4,REELS,thesocial.study
17945193468005140,https://www.instagram.com/reel/DKiSD-RSBaq/,VIDEO,2025-06-05T22:21:18+0000,We’ve got you covered San Diego,True,downloaded_exists,exports/instagram/thesocial.study/reels/media/17945193468005140.mp4,REELS,thesocial.study
18080509645762672,https://www.instagram.com/reel/DKTq5JsRd2X/,VIDEO,2025-05-31T06:09:45+0000,,True,downloaded_exists,exports/instagram/thesocial.study/reels/media/18080509645762672.mp4,REELS,thesocial.study
18051776531362900,https://www.instagram.com/reel/DJxDMzRyyf6/,VIDEO,2025-05-17T19:28:40+0000,June sold out. July’s coming. More events brewing.,True,downloaded_exists,exports/instagram/thesocial.study/reels/media/18051776531362900.mp4,REELS,thesocial.study
17843841408488706,https://www.instagram.com/reel/DJwuD5cpr1N/,VIDEO,2025-05-17T16:23:51+0000,,True,downloaded_exists,exports/instagram/thesocial.study/reels/media/17843841408488706.mp4,REELS,thesocial.study
